pair_id,investigator_id,investigator_name,investigator_paradigm,investigator_family,evidence_top3,opportunity_id,notice_number,notice_title,designation,notice_family,purpose_excerpt,stratum,synthetic,tier_a,reason_a,axis_reason_a,tier_b,reason_b,axis_reason_b,tier_adj,reason_adj,axis_reason_adj,notes
g217,b4a80e13-080a-4c22-b726-7d9df21c19be,Lewis L Lanier,Translational,translational,FcɛR1γ-based activating chimeric antigen receptor enhanced natural killer cell function against HLA-E+ cells. | SYK negatively regulates ITAM-mediated human NK cell signaling and CD19-CAR NK cell efficacy. | ITAM-based receptors in natural killer cells.,0527863e-e18a-43f2-aa19-7b4a71ebb983,PAR-25-272,New Approaches for Measuring Brain Changes Across Longer Timespans (R21 Clinical Trial Optional),Clinical Trial Optional,cross_cutting,"The purpose of this funding opportunity is to encourage multidisciplinary investigators to develop exploratory, highly novel new approaches, or innovative applications of existing approaches, to measure brain activity, connectivity, genomics, or other aspects across the age spectrum of neurodevelopment. The overarching goal is to extend our understanding of brain development and aging, including studies of the neurodevelopmental origins of later health and disease, by improving repeated measures across longer epochs of the lifespan to better predict outcomes at later ages. Research can…",fit_v1,,,,,,,,,,,
g218,b4a80e13-080a-4c22-b726-7d9df21c19be,Lewis L Lanier,Translational,translational,FcɛR1γ-based activating chimeric antigen receptor enhanced natural killer cell function against HLA-E+ cells. | SYK negatively regulates ITAM-mediated human NK cell signaling and CD19-CAR NK cell efficacy. | ITAM-based receptors in natural killer cells.,fee49de7-e1f2-4c59-afce-4da5ec064ccb,PAS-27-028,"Science Track Award for Research Transition (START) Program (R03, Clinical Trial Optional)",Clinical Trial Optional,none,"The purpose of this notice of funding opportunity (NOFO) is to facilitate the entry of investigators into multiple high-priority areas of substance use research, including comorbidity with HIV. The Science Track Award for Research Transition (START) Program aims to provide investigators with the opportunity to gather preliminary data that will assist them in securing future research grants and advancing their scientific careers.",fit_v1,,,,,,,,,,,
g219,b4b23925-cb44-4cee-b9b3-10ea0fa383b6,Samuel J Pleasure,Molecular / cellular mechanistic,discovery,Aberrant FGF signaling promotes granule neuron precursor expansion in SHH subgroup infantile medulloblastoma. | The Neocortical Progenitor Specification Program Is Established through Combined Modulation of SHH and FGF Signaling. | Antigen-directed therapies for autoantibody associated neuroinflammatory diseases. (1RM1NS138808-01 · FY2025 · RM1),a3937a18-3da4-4711-b98f-27c472443108,PAR-27-081,Discovery of in vivo Chemical Probes for the Nervous System (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"The purpose of this Notice of Funding Opportunity (NOFO) is to support investigators who have the interest and capability to join efforts for the discovery of in vivo chemical probes for novel brain targets. It is expected that applicants will have, in hand, the starting compounds (validated hits) for chemical optimization and bioassays for testing new analog compounds. Through this NOFO, NIH wishes to stimulate research in: - Discovery and development of novel, small molecules for their potential use in understanding biological processes relevant to the missions of National Institute of…",fit_v1,,,,,,,,,,,
g220,be7ade9b-cda3-4266-b6c4-dfbcdb778110,Tippi C MacKenzie,Molecular / cellular mechanistic,discovery,In utero lipid nanoparticle delivery achieves robust editing in hematopoietic stem cells. | Prenatal AAV9-GFP administration in fetal lambs results in transduction of female germ cells and maternal exposure to virus. | Single nuclei and spatial profiling of sacrococcygeal teratomas reveals cellular composition and X inactivation heterogeneity.,70777dc9-214e-4084-b5f2-4b9b8a954466,PAR-25-266,Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R21 - Clinical Trial Optional),Clinical Trial Optional,none,"This NOFO encourages research relevant to the development of novel screening approaches and/or therapeutic interventions for conditions for which newborn screening has already been implemented, as well as for potentially fatal or disabling genetic conditions that could benefit in the near future from the early detection made possible by newborn screening. This research is especially critical given that accurate screening tests and demonstrable benefits of early intervention are often prerequisites for new conditions to be added to newborn screening panels.",fit_v1,,,,,,,,,,,
g221,c3e2049b-4179-448b-8b06-a9fe4852fc1e,Emily L Goldberg,Molecular / cellular mechanistic,discovery,Class I histone deacetylases catalyze lysine lactylation. | Reversible histone deacetylase activity catalyzes lysine acylation. | Class I histone deacetylases catalyze lysine lactylation.,45031d63-28a3-40da-8a70-ff5fb2a8ac9e,PAR-25-070,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"Through this notice of funding opportunity (NOFO), the National Cancer Institute (NCI) invites applications for investigator-initiated studies addressing mechanisms by which incretin mimetics, specifically glucagon-like peptide (GLP)-1 or dual GLP-1/glucose-dependent insulinotropic polypeptide (GIP)-1 receptor agonists (RAs), impact cancer risk. The focus on these agents is due to their reported effects on thyroid, prostate and other cancer risks, and the generally more favorable efficacy and side effect profile compared to other classes of incretin mimetics. In addition, this NOFO seeks to…",fit_v1,,,,,,,,,,,
g222,c65afc81-a5f0-4946-acfa-fc7576ca2218,Jayanta Debnath,Molecular / cellular mechanistic,discovery,Membrane ATG8ylation in secretory autophagy. | Autophagy-targeted NBR1-p62/SQSTM1 complexes promote breast cancer metastasis by sequestering ITCH. | LC3-dependent EV loading and secretion (LDELS) promotes TFRC (transferrin receptor) secretion via extracellular vesicles.,fee49de7-e1f2-4c59-afce-4da5ec064ccb,PAS-27-028,"Science Track Award for Research Transition (START) Program (R03, Clinical Trial Optional)",Clinical Trial Optional,none,"The purpose of this notice of funding opportunity (NOFO) is to facilitate the entry of investigators into multiple high-priority areas of substance use research, including comorbidity with HIV. The Science Track Award for Research Transition (START) Program aims to provide investigators with the opportunity to gather preliminary data that will assist them in securing future research grants and advancing their scientific careers.",fit_v1,,,,,,,,,,,
g223,d319da9b-04c1-428d-a741-cae7f49cefaa,Katerina Akassoglou,Molecular / cellular mechanistic,discovery,"Neurovascular Interactions: Mechanisms, Imaging, Therapeutics (1R35NS143067-01 · FY2025 · R35) | Three-Dimensional Imaging of Fibrinogen and Neurovascular Alterations in Alzheimer's Disease. | Breaking barriers in postoperative delirium.",0527863e-e18a-43f2-aa19-7b4a71ebb983,PAR-25-272,New Approaches for Measuring Brain Changes Across Longer Timespans (R21 Clinical Trial Optional),Clinical Trial Optional,cross_cutting,"The purpose of this funding opportunity is to encourage multidisciplinary investigators to develop exploratory, highly novel new approaches, or innovative applications of existing approaches, to measure brain activity, connectivity, genomics, or other aspects across the age spectrum of neurodevelopment. The overarching goal is to extend our understanding of brain development and aging, including studies of the neurodevelopmental origins of later health and disease, by improving repeated measures across longer epochs of the lifespan to better predict outcomes at later ages. Research can…",fit_v1,,,,,,,,,,,
g224,d319da9b-04c1-428d-a741-cae7f49cefaa,Katerina Akassoglou,Molecular / cellular mechanistic,discovery,"Neurovascular Interactions: Mechanisms, Imaging, Therapeutics (1R35NS143067-01 · FY2025 · R35) | Three-Dimensional Imaging of Fibrinogen and Neurovascular Alterations in Alzheimer's Disease. | Breaking barriers in postoperative delirium.",45031d63-28a3-40da-8a70-ff5fb2a8ac9e,PAR-25-070,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"Through this notice of funding opportunity (NOFO), the National Cancer Institute (NCI) invites applications for investigator-initiated studies addressing mechanisms by which incretin mimetics, specifically glucagon-like peptide (GLP)-1 or dual GLP-1/glucose-dependent insulinotropic polypeptide (GIP)-1 receptor agonists (RAs), impact cancer risk. The focus on these agents is due to their reported effects on thyroid, prostate and other cancer risks, and the generally more favorable efficacy and side effect profile compared to other classes of incretin mimetics. In addition, this NOFO seeks to…",fit_v1,,,,,,,,,,,
g225,d319da9b-04c1-428d-a741-cae7f49cefaa,Katerina Akassoglou,Molecular / cellular mechanistic,discovery,"Neurovascular Interactions: Mechanisms, Imaging, Therapeutics (1R35NS143067-01 · FY2025 · R35) | Three-Dimensional Imaging of Fibrinogen and Neurovascular Alterations in Alzheimer's Disease. | Breaking barriers in postoperative delirium.",4e295dee-2f2d-4754-b2ae-8953560aae0a,PAR-25-286,Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,cross_cutting,"The purpose of this notice of funding opportunity (NOFO) is to encourage applications seeking to develop the next generation of brain stimulation devices for treating mental health disorders. Applications are sought that will either 1) develop novel brain stimulation devices or 2) significantly enhance, by means of hardware/software improvements, the effectiveness of brain stimulation devices that are currently U.S. Food and Drug Administration (FDA)-approved or cleared. Novel devices should move beyond existing electrical/magnetic stimulation and develop new stimulation techniques capable…",fit_v1,,,,,,,,,,,
g226,d319da9b-04c1-428d-a741-cae7f49cefaa,Katerina Akassoglou,Molecular / cellular mechanistic,discovery,"Neurovascular Interactions: Mechanisms, Imaging, Therapeutics (1R35NS143067-01 · FY2025 · R35) | Three-Dimensional Imaging of Fibrinogen and Neurovascular Alterations in Alzheimer's Disease. | Breaking barriers in postoperative delirium.",87159b6a-abee-48bb-b648-d58086d5dff5,PAR-25-225,Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Neurotherapeutic Agent Characterization and In vivo Efficacy Studies (R61/R33 Clinical Trial Not Allowed),Clinical Trial Not Allowed,preclinical,"This Notice of Funding Opportunity (NOFO) provides funding to conduct pharmacodynamic, pharmacokinetic, and in vivo efficacy studies to demonstrate that proposed therapeutic agent(s) have sufficient biological activity to warrant further development to treat neurological disorders that fall under the NINDS mission. Therapeutic agents include small molecules or biologics. This NOFO is part of a suite of Innovation Grants to Nurture Initial Translational Efforts (IGNITE).",fit_v1,,,,,,,,,,,
